1,Standard Ticket,DOT_MATRIX,CONTINUOUS_HALF,1,,60,2026-07-20 19:20:23.082161+05:30,f
2,PC Weigh TVS MSP 250 Star,DOT_MATRIX,CONTINUOUS_HALF,1,,60,2026-07-20 19:20:55.518315+05:30,f
4,New Layout Style,DOT_MATRIX,CONTINUOUS_HALF,1,,60,2026-07-20 19:42:18.711094+05:30,f
5,New Layout Style (Copy),DOT_MATRIX,CONTINUOUS_HALF,1,,60,2026-07-25 11:56:11.568391+05:30,f
6,New Layout Style (Copy) (Copy),DOT_MATRIX,CONTINUOUS_HALF,1,,60,2026-07-25 12:04:55.092798+05:30,f
